"record","time","date","Machine","SampleID","Remove","A","Ci","VPDleaf","Tair","Tleaf","CO2r","CO2s","H2Or","H2Os","RHs","flow","Qin","Patm","gsw"
"12","08:54:58","20220404","Lindsey","BNL21680","NO",1.52072322294329,291.35136850514,1.4712875920018,26.52,26.0141,401.54,399.875,18.4991,18.8546,54.7720180948486,600.241,124.879,100.978,24.3630069681412
"13","08:56:10","20220404","Lindsey","BNL21680","NO",1.51780155208478,291.168451968217,1.46664845871033,26.4892,25.9905,401.648,399.987,18.4973,18.8498,54.8694387044557,600.2,80.0624,101,24.2373796704249
"14","08:57:10","20220404","Lindsey","BNL21680","NO",1.19711764643155,309.151520932434,1.46925856595825,26.4856,25.9985,401.362,400.027,18.5018,18.8417,54.8519065993383,600.35,50.0123,100.99,23.3283451328525
"15","08:58:11","20220404","Lindsey","BNL21680","NO",0.60032786185113,349.348534260438,1.46750059771172,26.468,25.99,400.783,400.046,18.5088,18.8448,54.9106256545586,600.325,30.0586,100.976,23.0837661436146
"16","08:59:11","20220404","Lindsey","BNL21680","NO",0.471985462055309,356.102039794249,1.46957487111045,26.4578,25.9905,400.575,399.974,18.5092,18.8263,54.8867082040237,600.319,19.9272,100.971,21.7471545217962
"17","09:00:12","20220404","Lindsey","BNL21680","NO",0.121190217798676,381.179812900604,1.47174345939725,26.4554,25.9942,400.274,400.031,18.5175,18.8164,54.8532187943854,600.26,10.1789,100.948,20.4571183742586
"18","09:01:22","20220404","Lindsey","BNL21680","NO",-0.433434338233955,426.381773489748,1.47640244967023,26.4455,26.0126,399.899,400.217,18.5164,18.799,54.8568351985152,600.23,0,100.989,19.2828558177287
"19","09:02:22","20220404","Lindsey","BNL21680","YES",1.37407925677279,307.535953937104,1.47935626401153,25.6686,25.9251,401.489,399.958,18.2126,18.5985,56.8199829908881,600.152,1800.13,100.982,26.3078674405057
"1","12:35:19","20220404","Lindsey","BNL21684","YES",3.23904583823026,289.373045546233,1.5113993526574,26.0489,25.9945,403.405,399.856,17.6787,18.4437,55.0160202538911,600.312,1799.82,100.843,51.2190208052422
"2","12:36:19","20220404","Lindsey","BNL21684","YES",3.67715404489975,266.398854450095,1.51087153102327,26.072,25.9947,403.799,399.835,17.7395,18.4467,54.9576582767796,600.201,1799.92,100.857,47.3298297072867
"3","12:37:20","20220404","Lindsey","BNL21684","NO",3.28900533277337,284.641970009062,1.50998922604429,26.1068,26.0019,403.581,399.991,17.7309,18.4714,54.9129960397526,600.141,1699.94,100.848,49.5985006681334
"4","12:38:20","20220404","Lindsey","BNL21684","NO",3.28348588725286,284.793855859811,1.51120257603612,26.226,26.0267,403.596,400.012,17.7679,18.5086,54.636938665561,600.249,1399.9,100.847,49.5799715117921
"5","12:39:21","20220404","Lindsey","BNL21684","NO",3.15677201253043,283.288805481702,1.49198500464099,26.2567,25.9728,403.461,400.023,17.9007,18.5932,54.7847736322981,600.197,1200.05,100.843,46.925507477201
"6","12:40:21","20220404","Lindsey","BNL21684","NO",3.24380666971541,279.764215044811,1.49387065503192,26.389,26.0357,403.542,400.018,18.0086,18.6985,54.6677949390794,600.192,999.892,100.845,46.6891838211368
"7","12:41:22","20220404","Lindsey","BNL21684","NO",3.16029250778838,282.772494380654,1.47103515020462,26.3757,25.9677,403.434,399.998,18.1121,18.7917,54.979031614985,600.254,800.187,100.837,46.7131459726258
"8","12:42:22","20220404","Lindsey","BNL21684","NO",3.21230960012894,272.553991679269,1.47681022373491,26.4996,26.0222,403.49,400.021,18.2081,18.8416,54.7255930012255,600.297,599.917,100.841,43.3498104195796
"9","12:43:23","20220404","Lindsey","BNL21684","NO",3.1045980306418,280.843990523934,1.46378170039208,26.4827,25.9632,403.353,399.984,18.2008,18.8532,54.8162273191106,600.302,400.114,100.845,45.0601891733307
"10","12:44:23","20220404","Lindsey","BNL21684","NO",3.19279637165107,270.417565363188,1.45983689610999,26.5285,25.9954,403.444,400.003,18.3439,18.9549,54.9662302569251,600.173,300.112,100.851,42.2866388676921
"11","12:45:24","20220404","Lindsey","BNL21684","NO",2.75025861074105,289.730560804456,1.4590120284336,26.5264,25.9981,402.988,399.983,18.3424,18.9692,55.0122168611824,600.178,199.918,100.846,43.4130251574727
"12","12:46:24","20220404","Lindsey","BNL21684","NO",2.17243872540339,308.787426031529,1.4639376252144,26.5441,26.0111,402.456,400.035,18.3359,18.9482,54.888009816266,600.307,125.065,100.835,42.2601482163919
"13","12:47:25","20220404","Lindsey","BNL21684","NO",1.68505236108755,325.693624628016,1.45431968713663,26.5175,25.9785,401.951,400.024,18.3851,18.9795,55.0635396543108,600.152,79.8947,100.833,41.2783485189425
"14","12:48:25","20220404","Lindsey","BNL21684","NO",1.17438970215758,344.461610819317,1.46051903291656,26.525,26.0001,401.349,399.936,18.3715,18.9579,54.9849310247837,600.227,49.784,100.848,40.5550227075963
"15","12:49:26","20220404","Lindsey","BNL21684","NO",0.646945328328325,362.321518240079,1.45522750068873,26.5065,25.9923,400.916,400.056,18.4735,18.9964,55.1523369122643,600.172,30.1038,100.84,36.2603594227849
"16","12:50:26","20220404","Lindsey","BNL21684","NO",0.118917640873955,385.77356644419,1.46072171913533,26.5025,25.9935,400.425,400.079,18.3881,18.9451,55.0141681169817,600.328,20.0043,100.836,38.5030015719208
"17","12:51:29","20220404","Lindsey","BNL21684","NO",-0.36874903065035,407.5487382282,1.45731502632031,26.4818,25.998,399.875,400.039,18.4859,18.9877,55.2053512160707,600.202,9.87629,100.836,34.7377398964521
"18","12:52:29","20220404","Lindsey","BNL21684","NO",-0.433759621869067,411.697015768319,1.45878584525177,26.4623,25.9889,399.723,399.964,18.4836,18.9561,55.1740688585887,600.173,0,100.831,32.6598689907431
"19","12:53:30","20220404","Lindsey","BNL21684","YES",2.61377084960688,293.393100471838,1.46215821746814,25.7433,25.8871,402.808,399.942,18.1073,18.7275,56.8591218340731,600.126,1799.92,100.801,42.8351621585305
"1","08:19:56","20220405","Julia","BNL21690","YES",3.14587029203025,324.928865446529,1.50303867750429,26.0959,25.993,400.047,396.416,17.3286,18.5311,55.10086166065,600.107,2000.03,100.802,81.3562424278308
"2","08:20:57","20220405","Julia","BNL21690","YES",3.16537250217507,323.987126855694,1.50467648819751,26.1044,25.9989,400.014,396.367,17.3321,18.5263,55.0596256329105,600.123,1999.99,100.803,80.6997828734453
"3","08:21:58","20220405","Julia","BNL21690","NO",3.19878745976381,322.697460512075,1.50500172994772,26.111,25.9989,400.037,396.362,17.341,18.5237,55.0285681385237,600.265,1999.97,100.8,79.9101159140331
"4","08:22:58","20220405","Julia","BNL21690","NO",3.02195997923487,326.202674712469,1.49816884223863,26.1774,25.961,399.907,396.412,17.3403,18.515,54.7917023208828,600.28,1699.82,100.808,79.7413141665274
"5","08:23:59","20220405","Julia","BNL21690","NO",3.04517038871829,318.100232913664,1.50475854166272,26.3872,26.0519,399.946,396.477,17.5807,18.63,54.4521295139377,600.018,1400.1,100.806,70.7632594850965
"6","08:24:59","20220405","Julia","BNL21690","NO",3.02365112266272,323.276325492255,1.46366848642792,26.382,25.9522,399.956,396.492,17.7471,18.838,55.0825584463423,600.097,1199.97,100.816,75.7380413194992
"7","08:26:00","20220405","Julia","BNL21690","NO",3.05190729163784,320.379814339104,1.48047270893691,26.5014,26.0285,400.013,396.531,17.7556,18.822,54.6506502863621,600.173,999.765,100.818,73.165582040535
"8","08:27:00","20220405","Julia","BNL21690","NO",2.99340499124067,323.160846244855,1.45373553118308,26.5109,25.9616,400.016,396.592,17.8853,18.9531,55.0048831297297,600.214,799.994,100.826,74.6506277037093
"9","08:28:01","20220405","Julia","BNL21690","NO",2.92288174336375,321.166430982448,1.47002764893402,26.6262,26.0256,400.011,396.675,17.8946,18.9177,54.5319942208784,600.112,599.922,100.829,70.6644855959732
"10","08:29:01","20220405","Julia","BNL21690","NO",2.82281359980356,323.517237183501,1.44555690026519,26.6248,25.9602,399.958,396.73,18.0267,19.0308,54.8626045969845,600.191,399.932,100.829,70.5429947114133
"11","08:30:02","20220405","Julia","BNL21690","NO",2.81298757737788,321.311193735471,1.44641036067076,26.6958,26.0083,399.986,396.783,18.1496,19.1167,54.8823989925915,600.255,300.066,100.833,67.8792715432169
"12","08:31:02","20220405","Julia","BNL21690","NO",2.7136211686212,324.020922349023,1.43981229074755,26.6845,25.9816,400.025,396.921,18.1623,19.1281,54.9550211821309,600.098,199.991,100.839,68.0898616939815
"13","08:32:03","20220405","Julia","BNL21690","NO",2.42556206591368,329.908310875287,1.44432719959992,26.7116,25.9983,400.013,397.203,18.1655,19.1156,54.8338289714154,600.074,124.882,100.843,66.7565383337444
"14","08:33:03","20220405","Julia","BNL21690","NO",1.87514622185729,342.89631306231,1.4480771243181,26.6823,25.9885,400.053,397.798,18.1221,19.0591,54.7660571115285,600.04,80.1095,100.843,65.6465484177089
"15","08:34:04","20220405","Julia","BNL21690","NO",1.2302902278802,358.14776093104,1.4481561260802,26.6911,26.0096,399.972,398.374,18.1948,19.1012,54.8553043080567,600.199,50.0059,100.837,63.4868572686546
"16","08:35:04","20220405","Julia","BNL21690","NO",0.770771528473078,369.440703117171,1.4475970433995,26.6648,25.994,400.061,398.937,18.2069,19.0761,54.8674721923325,600.211,30.1702,100.836,60.8752896821221
"17","08:36:05","20220405","Julia","BNL21690","NO",0.364051817291756,379.576031238813,1.4484104925134,26.6477,25.9919,399.989,399.301,18.2666,19.0627,54.8875873917287,600.186,19.9448,100.842,55.671803243852
"18","08:37:05","20220405","Julia","BNL21690","NO",0.0469414702174073,388.882224068209,1.44457220322799,26.6232,25.9962,399.984,399.644,18.3902,19.1095,55.1010010898213,600.073,9.98022,100.841,50.3752882591466
"19","08:38:06","20220405","Julia","BNL21690","NO",-0.272853043247574,400.611482173784,1.45481814208864,26.5987,26.0036,399.973,399.99,18.3956,19.0229,54.9297395859307,600.162,0,100.839,43.5710417163917
"20","08:39:06","20220405","Julia","BNL21690","YES",2.37397123387248,273.707608977018,1.4973496338905,26.0414,26.1502,400.014,397.442,18.402,18.8927,56.3783126688086,600.19,2000.03,100.839,33.0440488860309
"1","13:21:05","20220405","Julia","BNL21695","YES",2.42202322263999,286.13845100864,1.5004343712494,26.1807,26.0107,402.605,399.959,18.0795,18.6307,55.0053433637856,600.165,1999.99,100.592,36.9763516291796
"2","13:22:05","20220405","Julia","BNL21695","YES",2.31619457775877,289.696906864925,1.49532544304997,26.1793,25.9771,402.597,400.06,18.0713,18.6145,54.9630428972535,600.163,2000,100.594,36.5624572200348
"3","13:23:06","20220405","Julia","BNL21695","NO",2.34591932157426,287.595749146681,1.49415277531918,26.1923,25.9907,402.547,399.982,18.1145,18.6534,55.0346974400221,600.145,2000.06,100.592,36.298266762691
"4","13:24:06","20220405","Julia","BNL21695","NO",2.26962193797213,292.303206842114,1.48823403776746,26.2645,25.9674,402.488,399.997,18.1222,18.6662,54.8375730266404,600.095,1700.01,100.591,36.7888614989663
"5","13:25:07","20220405","Julia","BNL21695","NO",2.23227711360992,275.468164073603,1.49055109795111,26.426,26.0248,402.43,400.012,18.2998,18.7572,54.5815388486083,600.199,1400.07,100.59,30.8542094232213
"6","13:26:07","20220405","Julia","BNL21695","NO",2.24208563842833,290.586593949609,1.46403730001348,26.4302,25.9487,402.427,399.974,18.3511,18.87,54.8953587356229,600.167,1200.16,100.589,35.6708896070287
"7","13:27:08","20220405","Julia","BNL21695","NO",2.14651895365231,286.683226133718,1.47241659577968,26.5395,26.0119,402.37,400.028,18.4318,18.9127,54.6640755349666,600.168,999.934,100.585,32.8507658155177
"8","13:28:08","20220405","Julia","BNL21695","NO",2.22809078786828,289.482802065705,1.45323736961615,26.5672,25.967,402.459,400.025,18.5089,19.0147,54.867798434559,600.093,800.043,100.582,35.0202326958039
"9","13:29:09","20220405","Julia","BNL21695","NO",2.13228181948787,284.97681389136,1.46222940176838,26.6693,26.0323,402.329,400.007,18.5886,19.0552,54.6540906970936,600.155,599.834,100.58,32.0910889340357
"10","13:30:09","20220405","Julia","BNL21695","NO",2.2506899760936,291.308111935011,1.4280831000994,26.6518,25.9621,402.109,399.65,18.7435,19.2559,55.2845454169527,600.131,400.01,100.578,36.1143621378987
"11","13:31:10","20220405","Julia","BNL21695","NO",2.12268225118096,272.244238685982,1.44540164199944,26.7144,26.008,402.276,399.987,18.7652,19.1747,54.849302572524,600.192,300.268,100.577,28.475775277378
"12","13:32:10","20220405","Julia","BNL21695","NO",2.02293399731566,292.031444647497,1.43009381284704,26.6975,25.9657,402.168,399.957,18.7802,19.2434,55.0992151874695,600.246,199.897,100.575,32.5843867113461
"13","13:33:11","20220405","Julia","BNL21695","NO",1.72280978739703,303.129049153569,1.44128014807899,26.7291,26.0173,401.912,400.007,18.7872,19.2353,54.9716188343809,600.198,125.161,100.571,31.2642070952759
"14","13:34:11","20220405","Julia","BNL21695","NO",1.3400447549434,322.377728711652,1.43454087584264,26.6921,25.981,401.531,400.01,18.7862,19.2306,55.0770059473715,600.132,80.0871,100.569,31.1482835514609
"15","13:35:12","20220405","Julia","BNL21695","NO",0.983947285930264,336.901651702305,1.44286013213495,26.6958,26.0086,401.118,399.964,18.7856,19.2031,54.9850853662775,600.123,50.023,100.567,29.0804810407957
"16","13:36:12","20220405","Julia","BNL21695","NO",0.478050746735489,362.016444849635,1.44464471419498,26.6665,25.9978,400.675,400.042,18.7842,19.1645,54.9677146786389,600.2,30.1773,100.564,26.4459475722819
"17","13:37:13","20220405","Julia","BNL21695","NO",0.243078473485908,372.098041909362,1.43913221617817,26.6462,26.0064,400.388,400.024,18.9402,19.2369,55.2397031545337,600.231,19.9509,100.561,20.6901236427552
"18","13:38:13","20220405","Julia","BNL21695","NO",-0.0289254565547251,393.428307792393,1.44758189558544,26.6094,25.9929,400.078,400.009,18.8866,19.1267,55.0409318379419,600.218,9.97572,100.558,16.6311784666836
"19","13:39:14","20220405","Julia","BNL21695","NO",-0.308983445024226,448.737223567942,1.45550897727659,26.5939,25.9913,399.707,399.966,18.9233,19.0456,54.8552399174927,600.229,0,100.554,8.41169865170949
"20","13:40:30","20220405","Julia","BNL21695","YES",0.559931600817599,356.747531687415,1.36232380584158,25.7144,25.7,400.607,399.904,19.0491,19.4002,58.851760906177,600.124,1999.92,100.549,25.8899584266039
"1","09:34:56","20220405","Julia","BNL21691","YES",5.69589805605596,269.564306682051,1.50900681642965,26.1223,26.0104,406.171,400.021,17.3707,18.4904,54.9415524918426,600.236,2000.14,100.889,75.4518684942738
"2","09:35:56","20220405","Julia","BNL21691","YES",5.50555363458507,270.79206172386,1.50688417803697,26.1165,25.9923,405.983,400.034,17.3837,18.4755,54.916494314594,600.167,1999.79,100.89,73.6425756095946
"3","09:36:57","20220405","Julia","BNL21691","NO",5.46593244761899,270.592403895772,1.50298865322233,26.1054,26.0069,405.895,399.99,17.4625,18.5421,55.1531317395244,600.101,2000.15,100.894,72.9986665602443
"4","09:37:57","20220405","Julia","BNL21691","NO",5.55092380648169,269.216785711739,1.49388274852218,26.1747,25.9577,406.02,400.031,17.4591,18.5357,54.9068772925427,600.079,1699.82,100.891,73.2392995566117
"5","09:38:58","20220405","Julia","BNL21691","NO",5.49503441633585,257.602165502229,1.49463785448283,26.3746,26.0383,405.916,400.027,17.7147,18.6877,54.7071018729142,600.292,1400.03,100.89,66.0932757655349
"6","09:39:58","20220405","Julia","BNL21691","NO",5.54943265322431,265.726350209361,1.47334506359745,26.3647,25.9679,406.016,400.049,17.7291,18.7595,54.948889275149,600.273,1199.94,100.889,71.076155169116
"7","09:40:59","20220405","Julia","BNL21691","NO",5.56371066206545,263.459569912577,1.48055373287012,26.4922,26.0337,406.052,400.074,17.799,18.819,54.7079035031069,600.174,999.918,100.885,69.9834785450616
"8","09:41:59","20220405","Julia","BNL21691","NO",5.48570039102501,268.232755068404,1.46365175592508,26.4694,25.9577,405.875,399.969,17.803,18.8361,54.831386441907,600.092,800.032,100.885,71.7224355634916
"9","09:43:00","20220405","Julia","BNL21691","NO",5.39283051789159,259.161401198451,1.46621532708743,26.6049,26.024,405.791,400.013,17.9946,18.9417,54.7003244192116,600.111,600.167,100.885,65.5625333232644
"10","09:44:00","20220405","Julia","BNL21691","NO",5.17644508198502,271.634406308549,1.44268055045129,26.5835,25.9659,405.567,399.99,18.0726,19.0596,55.1111201002416,600.221,399.852,100.887,69.5122314369836
"11","09:45:01","20220405","Julia","BNL21691","NO",4.7195522726473,277.56717412066,1.45215807304819,26.6474,25.9998,405.148,400.042,18.0794,19.0327,54.8266420490633,600.294,299.963,100.887,66.669186019512
"12","09:46:01","20220405","Julia","BNL21691","NO",3.81193059420526,291.095747746392,1.45406756684579,26.6371,25.9991,404.258,400.09,18.1369,19.0126,54.8014175939977,600.17,200.145,100.886,61.0847973945842
"13","09:47:02","20220405","Julia","BNL21691","NO",2.6564250733167,314.52543448971,1.44977759558194,26.6346,25.9885,403.029,400.049,18.2385,19.0342,54.8715520444386,600.208,125.006,100.886,55.6150489942051
"14","09:48:02","20220405","Julia","BNL21691","NO",1.68446572745232,330.212800598058,1.45813407697434,26.6191,26.0114,402.016,400.071,18.356,18.9956,54.8135443797144,600.109,80.1777,100.892,44.3489764434517
"15","09:49:03","20220405","Julia","BNL21691","NO",1.05840979488925,349.452713169298,1.45511542336792,26.5803,25.9971,401.362,400.064,18.4092,18.9972,54.9436342260475,600.115,50.0528,100.892,40.8299693733798
"16","09:50:03","20220405","Julia","BNL21691","NO",0.226913853172448,380.294123887913,1.44687194334977,26.5563,25.9908,400.506,400.078,18.5736,19.0669,55.2217335507582,600.287,30.0621,100.889,34.4183131842185
"17","09:51:04","20220405","Julia","BNL21691","NO",-0.0581097202817902,393.719068555877,1.45306238764692,26.5395,26.0037,400.221,400.096,18.5817,19.0306,55.1726539349325,600.231,19.9192,100.892,31.16471031017
"18","09:52:04","20220405","Julia","BNL21691","NO",-0.31892826685183,407.4061978417,1.45718460584261,26.5154,25.9968,399.932,400.072,18.5382,18.9766,55.0929700523641,600.271,9.84006,100.889,30.3462077655107
"19","09:53:05","20220405","Julia","BNL21691","NO",-0.725819788614033,433.380461396654,1.4619275527811,26.5007,25.9979,399.476,400.042,18.5401,18.9313,55.0105831645086,600.251,0,100.892,26.973061469905
"20","09:54:07","20220405","Julia","BNL21691","YES",1.05711241617706,343.5198491119,1.45648229613357,25.7172,25.8622,401.233,399.966,18.2035,18.7187,56.9693736859957,600.06,1999.84,100.888,35.7017870893281
